Tag/Monat/Jahr 	Sonnenaufgang 	Sonnenuntergang 	Mondaufgang 	Monduntergang
1.	Jänner	2023	07:45	16:11	12:34	02:18
2.	Jänner	2023	07:45	16:12	12:55	03:31
3.	Jänner	2023	07:45	16:13	13:20	04:42
4.	Jänner	2023	07:45	16:14	13:53	05:51
5.	Jänner	2023	07:45	16:15	14:34	06:55
6.	Jänner	2023	07:45	16:16	15:25	07:50
7.	Jänner	2023	07:45	16:17	16:24	08:34
8.	Jänner	2023	07:44	16:18	17:30	09:10
9.	Jänner	2023	07:44	16:19	18:38	09:37
10.	Jänner	2023	07:44	16:21	19:47	09:59
11.	Jänner	2023	07:43	16:22	20:54	10:17
12.	Jänner	2023	07:43	16:23	22:02	10:32
13.	Jänner	2023	07:42	16:25	23:10	10:47
14.	Jänner	2023	07:41	16:26	----	11:02
15.	Jänner	2023	07:41	16:27	00:20	11:18
16.	Jänner	2023	07:40	16:29	01:35	11:37
17.	Jänner	2023	07:39	16:30	02:54	12:01
18.	Jänner	2023	07:39	16:32	04:16	12:34
19.	Jänner	2023	07:38	16:33	05:38	13:21
20.	Jänner	2023	07:37	16:35	06:51	14:25
21.	Jänner	2023	07:36	16:36	07:49	15:45
22.	Jänner	2023	07:35	16:38	08:32	17:14
23.	Jänner	2023	07:34	16:39	09:03	18:44
24.	Jänner	2023	07:33	16:41	09:27	20:10
25.	Jänner	2023	07:32	16:42	09:47	21:32
26.	Jänner	2023	07:31	16:44	10:04	22:50
27.	Jänner	2023	07:30	16:45	10:21	----
28.	Jänner	2023	07:29	16:47	10:38	00:06
29.	Jänner	2023	07:27	16:48	10:59	01:20
30.	Jänner	2023	07:26	16:50	11:23	02:33
31.	Jänner	2023	07:25	16:52	11:53	03:44
1.	Februar	2023	07:24	16:53	12:31	04:49
2.	Februar	2023	07:22	16:55	13:19	05:47
3.	Februar	2023	07:21	16:57	14:16	06:34
4.	Februar	2023	07:19	16:58	15:21	07:12
5.	Februar	2023	07:18	17:00	16:28	07:41
6.	Februar	2023	07:17	17:01	17:37	08:04
7.	Februar	2023	07:15	17:03	18:45	08:23
8.	Februar	2023	07:13	17:05	19:54	08:39
9.	Februar	2023	07:12	17:06	21:01	08:54
10.	Februar	2023	07:10	17:08	22:10	09:08
11.	Februar	2023	07:09	17:10	23:22	09:23
12.	Februar	2023	07:07	17:11	----	09:41
13.	Februar	2023	07:05	17:13	00:37	10:02
14.	Februar	2023	07:04	17:15	01:56	10:29
15.	Februar	2023	07:02	17:16	03:15	11:08
16.	Februar	2023	07:00	17:18	04:30	12:02
17.	Februar	2023	06:59	17:19	05:34	13:13
18.	Februar	2023	06:57	17:21	06:23	14:37
19.	Februar	2023	06:55	17:23	06:59	16:07
20.	Februar	2023	06:53	17:24	07:26	17:36
21.	Februar	2023	06:51	17:26	07:48	19:02
22.	Februar	2023	06:50	17:27	08:06	20:24
23.	Februar	2023	06:48	17:29	08:23	21:44
24.	Februar	2023	06:46	17:31	08:41	23:02
25.	Februar	2023	06:44	17:32	09:01	----
26.	Februar	2023	06:42	17:34	09:24	00:18
27.	Februar	2023	06:40	17:35	09:52	01:32
28.	Februar	2023	06:38	17:37	10:27	02:40
1.	März	2023	06:36	17:38	11:13	03:42
2.	März	2023	06:34	17:40	12:07	04:33
3.	März	2023	06:32	17:41	13:10	05:14
4.	März	2023	06:30	17:43	14:17	05:45
5.	März	2023	06:28	17:44	15:26	06:10
6.	März	2023	06:27	17:46	16:35	06:29
7.	März	2023	06:25	17:47	17:44	06:46
8.	März	2023	06:23	17:49	18:52	07:01
9.	März	2023	06:21	17:50	20:02	07:16
10.	März	2023	06:19	17:52	21:13	07:30
11.	März	2023	06:17	17:53	22:27	07:47
12.	März	2023	06:15	17:55	23:45	08:06
13.	März	2023	06:12	17:56	----	08:31
14.	März	2023	06:10	17:58	01:03	09:05
15.	März	2023	06:08	17:59	02:18	09:51
16.	März	2023	06:06	18:01	03:25	10:53
17.	März	2023	06:04	18:02	04:17	12:10
18.	März	2023	06:02	18:04	04:57	13:35
19.	März	2023	06:00	18:05	05:26	15:03
20.	März	2023	05:58	18:07	05:49	16:29
21.	März	2023	05:56	18:08	06:08	17:54
22.	März	2023	05:54	18:10	06:26	19:15
23.	März	2023	05:52	18:11	06:43	20:35
24.	März	2023	05:50	18:12	07:02	21:55
25.	März	2023	05:48	18:14	07:23	23:12
26.	März	2023	06:46	19:16	08:49	00:12
27.	März	2023	06:44	19:17	09:23	01:26
28.	März	2023	06:42	19:19	10:04	02:31
29.	März	2023	06:40	19:20	10:56	03:28
30.	März	2023	06:38	19:22	11:57	04:13
31.	März	2023	06:35	19:23	13:03	04:47
1.	April	2023	06:33	19:25	14:11	05:14
2.	April	2023	06:31	19:26	15:21	05:36
3.	April	2023	06:29	19:27	16:30	05:53
4.	April	2023	06:27	19:29	17:39	06:08
5.	April	2023	06:25	19:30	18:49	06:22
6.	April	2023	06:23	19:32	20:01	06:37
7.	April	2023	06:21	19:33	21:15	06:53
8.	April	2023	06:19	19:35	22:33	07:11
9.	April	2023	06:17	19:36	23:53	07:35
10.	April	2023	06:15	19:38	----	08:05
11.	April	2023	06:13	19:39	01:10	08:47
12.	April	2023	06:11	19:41	02:19	09:44
13.	April	2023	06:09	19:42	03:15	10:55
14.	April	2023	06:07	19:43	03:58	12:16
15.	April	2023	06:06	19:45	04:29	13:41
16.	April	2023	06:04	19:46	04:53	15:06
17.	April	2023	06:02	19:48	05:13	16:28
18.	April	2023	06:00	19:49	05:30	17:49
19.	April	2023	05:58	19:51	05:47	19:09
20.	April	2023	05:56	19:52	06:04	20:28
21.	April	2023	05:54	19:53	06:24	21:48
22.	April	2023	05:53	19:55	06:48	23:04
23.	April	2023	05:51	19:56	07:18	----
24.	April	2023	05:49	19:58	07:56	00:15
25.	April	2023	05:47	19:59	08:45	01:18
26.	April	2023	05:45	20:01	09:43	02:08
27.	April	2023	05:44	20:02	10:47	02:47
28.	April	2023	05:42	20:03	11:56	03:17
29.	April	2023	05:40	20:05	13:05	03:40
30.	April	2023	05:38	20:06	14:13	03:58
1.	Mai	2023	05:37	20:08	15:22	04:14
2.	Mai	2023	05:35	20:09	16:31	04:29
3.	Mai	2023	05:34	20:10	17:43	04:43
4.	Mai	2023	05:32	20:12	18:56	04:58
5.	Mai	2023	05:30	20:13	20:14	05:16
6.	Mai	2023	05:29	20:15	21:35	05:37
7.	Mai	2023	05:27	20:16	22:56	06:05
8.	Mai	2023	05:26	20:17	----	06:44
9.	Mai	2023	05:24	20:19	00:10	07:37
10.	Mai	2023	05:23	20:20	01:12	08:45
11.	Mai	2023	05:21	20:21	01:59	10:04
12.	Mai	2023	05:20	20:23	02:33	11:28
13.	Mai	2023	05:18	20:24	02:59	12:52
14.	Mai	2023	05:17	20:25	03:19	14:13
15.	Mai	2023	05:16	20:27	03:37	15:32
16.	Mai	2023	05:15	20:28	03:53	16:50
17.	Mai	2023	05:13	20:29	04:09	18:08
18.	Mai	2023	05:12	20:31	04:27	19:26
19.	Mai	2023	05:11	20:32	04:49	20:43
20.	Mai	2023	05:10	20:33	05:16	21:58
21.	Mai	2023	05:09	20:34	05:51	23:04
22.	Mai	2023	05:07	20:36	06:35	----
23.	Mai	2023	05:06	20:37	07:30	00:00
24.	Mai	2023	05:05	20:38	08:33	00:44
25.	Mai	2023	05:04	20:39	09:40	01:17
26.	Mai	2023	05:03	20:40	10:49	01:43
27.	Mai	2023	05:03	20:41	11:58	02:03
28.	Mai	2023	05:02	20:42	13:06	02:19
29.	Mai	2023	05:01	20:43	14:13	02:34
30.	Mai	2023	05:00	20:44	15:23	02:48
31.	Mai	2023	04:59	20:45	16:34	03:03
1.	Juni	2023	04:59	20:46	17:50	03:19
2.	Juni	2023	04:58	20:47	19:10	03:39
3.	Juni	2023	04:57	20:48	20:32	04:03
4.	Juni	2023	04:57	20:49	21:52	04:38
5.	Juni	2023	04:56	20:50	23:01	05:26
6.	Juni	2023	04:56	20:51	23:55	06:30
7.	Juni	2023	04:55	20:52	----	07:49
8.	Juni	2023	04:55	20:52	00:34	09:14
9.	Juni	2023	04:55	20:53	01:03	10:39
10.	Juni	2023	04:54	20:54	01:25	12:02
11.	Juni	2023	04:54	20:54	01:44	13:22
12.	Juni	2023	04:54	20:55	02:00	14:39
13.	Juni	2023	04:54	20:56	02:16	15:56
14.	Juni	2023	04:53	20:56	02:33	17:12
15.	Juni	2023	04:53	20:57	02:53	18:28
16.	Juni	2023	04:53	20:57	03:18	19:43
17.	Juni	2023	04:53	20:57	03:49	20:52
18.	Juni	2023	04:53	20:58	04:29	21:52
19.	Juni	2023	04:53	20:58	05:21	22:40
20.	Juni	2023	04:54	20:58	06:20	23:17
21.	Juni	2023	04:54	20:59	07:27	23:45
22.	Juni	2023	04:54	20:59	08:35	----
23.	Juni	2023	04:54	20:59	09:44	00:07
24.	Juni	2023	04:55	20:59	10:52	00:24
25.	Juni	2023	04:55	20:59	11:59	00:40
26.	Juni	2023	04:55	20:59	13:06	00:54
27.	Juni	2023	04:56	20:59	14:15	01:08
28.	Juni	2023	04:56	20:59	15:28	01:23
29.	Juni	2023	04:57	20:59	16:44	01:40
30.	Juni	2023	04:57	20:59	18:05	02:02
1.	Juli	2023	04:58	20:59	19:26	02:31
2.	Juli	2023	04:58	20:58	20:41	03:12
3.	Juli	2023	04:59	20:58	21:44	04:09
4.	Juli	2023	05:00	20:58	22:30	05:24
5.	Juli	2023	05:01	20:57	23:04	06:49
6.	Juli	2023	05:01	20:57	23:29	08:18
7.	Juli	2023	05:02	20:56	23:49	09:46
8.	Juli	2023	05:03	20:56	----	11:09
9.	Juli	2023	05:04	20:55	00:06	12:28
10.	Juli	2023	05:05	20:55	00:22	13:46
11.	Juli	2023	05:06	20:54	00:39	15:03
12.	Juli	2023	05:07	20:53	00:58	16:19
13.	Juli	2023	05:08	20:53	01:21	17:33
14.	Juli	2023	05:09	20:52	01:50	18:43
15.	Juli	2023	05:10	20:51	02:27	19:46
16.	Juli	2023	05:11	20:50	03:15	20:37
17.	Juli	2023	05:12	20:49	04:12	21:17
18.	Juli	2023	05:13	20:48	05:16	21:48
19.	Juli	2023	05:14	20:47	06:24	22:11
20.	Juli	2023	05:15	20:46	07:33	22:30
21.	Juli	2023	05:16	20:45	08:41	22:46
22.	Juli	2023	05:17	20:44	09:48	23:00
23.	Juli	2023	05:18	20:43	10:54	23:13
24.	Juli	2023	05:20	20:42	12:01	23:28
25.	Juli	2023	05:21	20:41	13:11	23:43
26.	Juli	2023	05:22	20:39	14:24	----
27.	Juli	2023	05:23	20:38	15:41	00:02
28.	Juli	2023	05:25	20:37	17:00	00:27
29.	Juli	2023	05:26	20:35	18:18	01:01
30.	Juli	2023	05:27	20:34	19:27	01:50
31.	Juli	2023	05:28	20:33	20:20	02:55
1.	August	2023	05:30	20:31	21:00	04:17
2.	August	2023	05:31	20:30	21:29	05:47
3.	August	2023	05:32	20:28	21:51	07:18
4.	August	2023	05:34	20:27	22:10	08:45
5.	August	2023	05:35	20:25	22:27	10:09
6.	August	2023	05:36	20:24	22:44	11:31
7.	August	2023	05:38	20:22	23:03	12:50
8.	August	2023	05:39	20:21	23:25	14:08
9.	August	2023	05:40	20:19	23:52	15:25
10.	August	2023	05:42	20:17	----	16:36
11.	August	2023	05:43	20:16	00:26	17:42
12.	August	2023	05:44	20:14	01:10	18:35
13.	August	2023	05:46	20:12	02:04	19:19
14.	August	2023	05:47	20:11	03:07	19:52
15.	August	2023	05:48	20:09	04:14	20:16
16.	August	2023	05:50	20:07	05:24	20:36
17.	August	2023	05:51	20:05	06:32	20:53
18.	August	2023	05:52	20:04	07:40	21:07
19.	August	2023	05:54	20:02	08:46	21:21
20.	August	2023	05:55	20:00	09:53	21:34
21.	August	2023	05:57	19:58	11:00	21:49
22.	August	2023	05:58	19:56	12:11	22:05
23.	August	2023	05:59	19:54	13:25	22:27
24.	August	2023	06:01	19:53	14:41	22:56
25.	August	2023	06:02	19:51	15:58	23:37
26.	August	2023	06:03	19:49	17:09	----
27.	August	2023	06:05	19:47	18:08	00:32
28.	August	2023	06:06	19:45	18:53	01:46
29.	August	2023	06:07	19:43	19:27	03:11
30.	August	2023	06:09	19:41	19:52	04:42
31.	August	2023	06:10	19:39	20:12	06:12
1.	September	2023	06:11	19:37	20:30	07:40
2.	September	2023	06:13	19:35	20:47	09:05
3.	September	2023	06:14	19:33	21:05	10:27
4.	September	2023	06:16	19:31	21:27	11:50
5.	September	2023	06:17	19:29	21:52	13:09
6.	September	2023	06:18	19:27	22:24	14:25
7.	September	2023	06:20	19:25	23:05	15:35
8.	September	2023	06:21	19:23	23:57	16:33
9.	September	2023	06:22	19:21	----	17:20
10.	September	2023	06:24	19:19	00:58	17:55
11.	September	2023	06:25	19:16	02:04	18:22
12.	September	2023	06:26	19:14	03:13	18:43
13.	September	2023	06:28	19:12	04:22	19:00
14.	September	2023	06:29	19:10	05:30	19:15
15.	September	2023	06:31	19:08	06:37	19:29
16.	September	2023	06:32	19:06	07:44	19:42
17.	September	2023	06:33	19:04	08:52	19:56
18.	September	2023	06:35	19:02	10:02	20:12
19.	September	2023	06:36	19:00	11:15	20:31
20.	September	2023	06:38	18:57	12:30	20:57
21.	September	2023	06:39	18:55	13:46	21:32
22.	September	2023	06:40	18:53	14:58	22:20
23.	September	2023	06:42	18:51	16:00	23:25
24.	September	2023	06:43	18:49	16:48	----
25.	September	2023	06:45	18:47	17:25	00:43
26.	September	2023	06:46	18:45	17:52	02:09
27.	September	2023	06:47	18:43	18:14	03:39
28.	September	2023	06:49	18:41	18:32	05:06
29.	September	2023	06:50	18:38	18:49	06:32
30.	September	2023	06:52	18:36	19:07	07:57
1.	Oktober	2023	06:53	18:34	19:27	09:21
2.	Oktober	2023	06:55	18:32	19:51	10:44
3.	Oktober	2023	06:56	18:30	20:20	12:05
4.	Oktober	2023	06:57	18:28	20:59	13:20
5.	Oktober	2023	06:59	18:26	21:48	14:25
6.	Oktober	2023	07:00	18:24	22:46	15:17
7.	Oktober	2023	07:02	18:22	23:52	15:57
8.	Oktober	2023	07:03	18:20	----	16:26
9.	Oktober	2023	07:05	18:18	01:01	16:49
10.	Oktober	2023	07:06	18:16	02:10	17:08
11.	Oktober	2023	07:08	18:14	03:19	17:23
12.	Oktober	2023	07:09	18:12	04:26	17:37
13.	Oktober	2023	07:11	18:10	05:33	17:50
14.	Oktober	2023	07:12	18:08	06:41	18:03
15.	Oktober	2023	07:14	18:06	07:51	18:18
16.	Oktober	2023	07:15	18:05	09:04	18:37
17.	Oktober	2023	07:17	18:03	10:19	19:01
18.	Oktober	2023	07:18	18:01	11:37	19:33
19.	Oktober	2023	07:20	17:59	12:50	20:16
20.	Oktober	2023	07:21	17:57	13:55	21:15
21.	Oktober	2023	07:23	17:55	14:47	22:27
22.	Oktober	2023	07:24	17:54	15:26	23:49
23.	Oktober	2023	07:26	17:52	15:55	----
24.	Oktober	2023	07:27	17:50	16:17	01:14
25.	Oktober	2023	07:29	17:48	16:36	02:39
26.	Oktober	2023	07:30	17:47	16:53	04:03
27.	Oktober	2023	07:32	17:45	17:10	05:27
28.	Oktober	2023	07:33	17:43	17:29	06:50
29.	Oktober	2023	06:34	16:41	16:50	07:14
30.	Oktober	2023	06:36	16:39	17:17	08:37
31.	Oktober	2023	06:38	16:38	17:51	09:57
1.	November	2023	06:39	16:36	18:36	11:09
2.	November	2023	06:41	16:34	19:32	12:08
3.	November	2023	06:42	16:33	20:36	12:54
4.	November	2023	06:44	16:31	21:46	13:28
5.	November	2023	06:45	16:30	22:55	13:53
6.	November	2023	06:47	16:28	----	14:13
7.	November	2023	06:48	16:27	00:04	14:29
8.	November	2023	06:50	16:25	01:12	14:43
9.	November	2023	06:52	16:24	02:18	14:56
10.	November	2023	06:53	16:23	03:26	15:10
11.	November	2023	06:55	16:21	04:35	15:25
12.	November	2023	06:56	16:20	05:48	15:42
13.	November	2023	06:58	16:19	07:04	16:04
14.	November	2023	06:59	16:18	08:21	16:33
15.	November	2023	07:01	16:16	09:39	17:14
16.	November	2023	07:02	16:15	10:48	18:08
17.	November	2023	07:04	16:14	11:45	19:18
18.	November	2023	07:05	16:13	12:27	20:37
19.	November	2023	07:07	16:12	12:59	22:01
20.	November	2023	07:08	16:11	13:23	23:25
21.	November	2023	07:10	16:10	13:42	----
22.	November	2023	07:11	16:09	13:59	00:46
23.	November	2023	07:13	16:08	14:15	02:07
24.	November	2023	07:14	16:08	14:32	03:28
25.	November	2023	07:16	16:07	14:51	04:48
26.	November	2023	07:17	16:06	15:15	06:10
27.	November	2023	07:18	16:05	15:46	07:32
28.	November	2023	07:20	16:05	16:26	08:48
29.	November	2023	07:21	16:04	17:18	09:54
30.	November	2023	07:22	16:03	18:20	10:46
1.	Dezember	2023	07:24	16:03	19:28	11:25
2.	Dezember	2023	07:25	16:02	20:38	11:54
3.	Dezember	2023	07:26	16:02	21:48	12:16
4.	Dezember	2023	07:27	16:02	22:56	12:34
5.	Dezember	2023	07:29	16:01	----	12:49
6.	Dezember	2023	07:30	16:01	00:03	13:02
7.	Dezember	2023	07:31	16:01	01:10	13:16
8.	Dezember	2023	07:32	16:01	02:17	13:30
9.	Dezember	2023	07:33	16:00	03:28	13:45
10.	Dezember	2023	07:34	16:00	04:41	14:05
11.	Dezember	2023	07:35	16:00	05:59	14:31
12.	Dezember	2023	07:36	16:00	07:18	15:07
13.	Dezember	2023	07:37	16:00	08:32	15:57
14.	Dezember	2023	07:38	16:01	09:36	17:03
15.	Dezember	2023	07:38	16:01	10:25	18:22
16.	Dezember	2023	07:39	16:01	11:01	19:48
17.	Dezember	2023	07:40	16:01	11:27	21:13
18.	Dezember	2023	07:41	16:01	11:48	22:36
19.	Dezember	2023	07:41	16:02	12:05	23:56
20.	Dezember	2023	07:42	16:02	12:21	----
21.	Dezember	2023	07:42	16:03	12:38	01:15
22.	Dezember	2023	07:43	16:03	12:56	02:34
23.	Dezember	2023	07:43	16:04	13:18	03:54
24.	Dezember	2023	07:44	16:04	13:45	05:13
25.	Dezember	2023	07:44	16:05	14:20	06:30
26.	Dezember	2023	07:45	16:05	15:07	07:40
27.	Dezember	2023	07:45	16:06	16:05	08:37
28.	Dezember	2023	07:45	16:07	17:12	09:21
29.	Dezember	2023	07:45	16:08	18:22	09:54
30.	Dezember	2023	07:45	16:09	19:33	10:19
31.	Dezember	2023	07:45	16:09	20:41	10:38
1.	Jänner	2024	07:45	16:10	21:49	10:54
2.	Jänner	2024	07:45	16:11	22:55	11:08
3.	Jänner	2024	07:45	16:12	----	11:21
4.	Jänner	2024	07:45	16:13	00:01	11:34
5.	Jänner	2024	07:45	16:14	01:09	11:49
6.	Jänner	2024	07:45	16:16	02:19	12:06
7.	Jänner	2024	07:45	16:17	03:34	12:28
8.	Jänner	2024	07:44	16:18	04:52	12:59
9.	Jänner	2024	07:44	16:19	06:09	13:42
10.	Jänner	2024	07:44	16:20	07:19	14:41
11.	Jänner	2024	07:43	16:22	08:15	15:57
12.	Jänner	2024	07:43	16:23	08:57	17:23
13.	Jänner	2024	07:42	16:24	09:28	18:51
14.	Jänner	2024	07:42	16:26	09:52	20:18
15.	Jänner	2024	07:41	16:27	10:10	21:43
16.	Jänner	2024	07:40	16:28	10:27	23:04
17.	Jänner	2024	07:40	16:30	10:44	----
18.	Jänner	2024	07:39	16:31	11:01	00:24
19.	Jänner	2024	07:38	16:33	11:22	01:44
20.	Jänner	2024	07:37	16:34	11:47	03:03
21.	Jänner	2024	07:36	16:36	12:19	04:19
22.	Jänner	2024	07:35	16:37	13:01	05:31
23.	Jänner	2024	07:34	16:39	13:55	06:31
24.	Jänner	2024	07:33	16:40	14:59	07:19
25.	Jänner	2024	07:32	16:42	16:08	07:55
26.	Jänner	2024	07:31	16:43	17:19	08:22
27.	Jänner	2024	07:30	16:45	18:28	08:42
28.	Jänner	2024	07:29	16:46	19:37	08:59
29.	Jänner	2024	07:28	16:48	20:43	09:14
30.	Jänner	2024	07:26	16:50	21:49	09:27
31.	Jänner	2024	07:25	16:51	22:55	09:40
1.	Februar	2024	07:24	16:53	----	09:53
2.	Februar	2024	07:23	16:55	00:03	10:08
3.	Februar	2024	07:21	16:56	01:15	10:28
4.	Februar	2024	07:20	16:58	02:29	10:53
5.	Februar	2024	07:18	16:59	03:45	11:29
6.	Februar	2024	07:17	17:01	04:57	12:19
7.	Februar	2024	07:15	17:03	06:00	13:26
8.	Februar	2024	07:14	17:04	06:49	14:48
9.	Februar	2024	07:12	17:06	07:25	16:17
10.	Februar	2024	07:11	17:08	07:52	17:48
11.	Februar	2024	07:09	17:09	08:13	19:17
12.	Februar	2024	07:07	17:11	08:31	20:42
13.	Februar	2024	07:06	17:12	08:48	22:06
14.	Februar	2024	07:04	17:14	09:06	23:29
15.	Februar	2024	07:02	17:16	09:26	----
16.	Februar	2024	07:01	17:17	09:49	00:51
17.	Februar	2024	06:59	17:19	10:19	02:10
18.	Februar	2024	06:57	17:21	10:58	03:24
19.	Februar	2024	06:55	17:22	11:49	04:27
20.	Februar	2024	06:54	17:24	12:49	05:19
21.	Februar	2024	06:52	17:25	13:57	05:58
22.	Februar	2024	06:50	17:27	15:07	06:26
23.	Februar	2024	06:48	17:29	16:17	06:49
24.	Februar	2024	06:46	17:30	17:26	07:06
25.	Februar	2024	06:44	17:32	18:33	07:21
26.	Februar	2024	06:43	17:33	19:39	07:34
27.	Februar	2024	06:41	17:35	20:45	07:47
28.	Februar	2024	06:39	17:36	21:53	08:00
29.	Februar	2024	06:37	17:38	23:02	08:14
1.	März	2024	06:35	17:39	----	08:31
2.	März	2024	06:33	17:41	00:14	08:54
3.	März	2024	06:31	17:43	01:29	09:24
4.	März	2024	06:29	17:44	02:40	10:05
5.	März	2024	06:27	17:46	03:46	11:03
6.	März	2024	06:25	17:47	04:39	12:16
7.	März	2024	06:23	17:49	05:20	13:41
8.	März	2024	06:21	17:50	05:50	15:11
9.	März	2024	06:19	17:52	06:13	16:40
10.	März	2024	06:17	17:53	06:33	18:09
11.	März	2024	06:15	17:55	06:51	19:36
12.	März	2024	06:13	17:56	07:08	21:02
13.	März	2024	06:11	17:58	07:27	22:28
14.	März	2024	06:09	17:59	07:50	23:52
15.	März	2024	06:07	18:00	08:17	----
16.	März	2024	06:05	18:02	08:54	01:12
17.	März	2024	06:03	18:03	09:42	02:21
18.	März	2024	06:01	18:05	10:40	03:17
19.	März	2024	05:59	18:06	11:47	04:00
20.	März	2024	05:57	18:08	12:57	04:31
21.	März	2024	05:55	18:09	14:07	04:55
22.	März	2024	05:53	18:11	15:16	05:14
23.	März	2024	05:51	18:12	16:23	05:29
24.	März	2024	05:49	18:14	17:30	05:43
25.	März	2024	05:47	18:15	18:36	05:55
26.	März	2024	05:45	18:16	19:43	06:07
27.	März	2024	05:43	18:18	20:52	06:21
28.	März	2024	05:41	18:19	22:04	06:38
29.	März	2024	05:38	18:21	23:18	06:58
30.	März	2024	05:36	18:22	----	07:25
31.	März	2024	06:34	19:24	01:30	09:02
1.	April	2024	06:32	19:26	02:37	09:52
2.	April	2024	06:30	19:27	03:33	10:57
3.	April	2024	06:28	19:29	04:17	12:15
4.	April	2024	06:26	19:30	04:50	13:40
5.	April	2024	06:24	19:31	05:15	15:07
6.	April	2024	06:22	19:33	05:36	16:34
7.	April	2024	06:20	19:34	05:53	18:01
8.	April	2024	06:18	19:36	06:10	19:28
9.	April	2024	06:16	19:37	06:28	20:55
10.	April	2024	06:14	19:39	06:49	22:22
11.	April	2024	06:12	19:40	07:15	23:48
12.	April	2024	06:10	19:42	07:48	----
13.	April	2024	06:08	19:43	08:32	01:04
14.	April	2024	06:06	19:45	09:28	02:08
15.	April	2024	06:04	19:46	10:33	02:58
16.	April	2024	06:02	19:47	11:44	03:34
17.	April	2024	06:00	19:49	12:55	04:00
18.	April	2024	05:58	19:50	14:05	04:20
19.	April	2024	05:57	19:52	15:13	04:36
20.	April	2024	05:55	19:53	16:19	04:50
21.	April	2024	05:53	19:55	17:26	05:03
22.	April	2024	05:51	19:56	18:32	05:16
23.	April	2024	05:49	19:57	19:42	05:29
24.	April	2024	05:48	19:59	20:53	05:45
25.	April	2024	05:46	20:00	22:07	06:04
26.	April	2024	05:44	20:02	23:21	06:28
27.	April	2024	05:42	20:03	----	07:02
28.	April	2024	05:41	20:04	00:30	07:48
29.	April	2024	05:39	20:06	01:30	08:48
30.	April	2024	05:37	20:07	02:16	10:01
1.	Mai	2024	05:36	20:09	02:52	11:22
2.	Mai	2024	05:34	20:10	03:19	12:46
3.	Mai	2024	05:32	20:11	03:40	14:10
4.	Mai	2024	05:31	20:13	03:57	15:34
5.	Mai	2024	05:29	20:14	04:14	16:58
6.	Mai	2024	05:28	20:16	04:31	18:23
7.	Mai	2024	05:26	20:17	04:50	19:50
8.	Mai	2024	05:25	20:18	05:13	21:17
9.	Mai	2024	05:23	20:20	05:43	22:39
10.	Mai	2024	05:22	20:21	06:21	23:52
11.	Mai	2024	05:20	20:22	07:13	----
12.	Mai	2024	05:19	20:24	08:16	00:49
13.	Mai	2024	05:17	20:25	09:27	01:31
14.	Mai	2024	05:16	20:26	10:39	02:02
15.	Mai	2024	05:15	20:28	11:51	02:24
16.	Mai	2024	05:14	20:29	13:00	02:42
17.	Mai	2024	05:12	20:30	14:07	02:57
18.	Mai	2024	05:11	20:32	15:13	03:10
19.	Mai	2024	05:10	20:33	16:19	03:23
20.	Mai	2024	05:09	20:34	17:28	03:36
21.	Mai	2024	05:08	20:35	18:38	03:51
22.	Mai	2024	05:07	20:36	19:52	04:08
23.	Mai	2024	05:06	20:38	21:07	04:31
24.	Mai	2024	05:05	20:39	22:19	05:02
25.	Mai	2024	05:04	20:40	23:24	05:45
26.	Mai	2024	05:03	20:41	----	06:41
27.	Mai	2024	05:02	20:42	00:15	07:52
28.	Mai	2024	05:01	20:43	00:54	09:11
29.	Mai	2024	05:00	20:44	01:23	10:34
30.	Mai	2024	05:00	20:45	01:45	11:57
31.	Mai	2024	04:59	20:46	02:03	13:18
1.	Juni	2024	04:58	20:47	02:20	14:39
2.	Juni	2024	04:58	20:48	02:36	16:01
3.	Juni	2024	04:57	20:49	02:53	17:25
4.	Juni	2024	04:56	20:50	03:14	18:50
